Code,Group,Sub group,Section,Object,Sub object,Title,NBS Code,COBie,NRM1,IFC 2x3 TC1,IFC 4Add2 TC1,IFC 4x3Add2 TC1,CESMM
PM_35_40_34,35,40,34,,,Habitat performance requirements,05-20-05/205 Design of biodiversity and habitat conservation measures; 05-20-05/210 Site parameters for habitat creation and conservation; 05-20-05/215 Habitat creation outcomes; 05-20-05/220 Habitat restoration outcomes; 05-20-05/225 Habitat enhancement outcomes; 05-20-05/230 Habitat protection outcomes; 05-35-40/234 Habitat creation and protection requirements,PM_35_40_34 : Habitat performance requirements,,,,,
PM_35_40_35,35,40,35,,,Hazardous materials control requirements,05-35-40/235 Hazardous materials performance requirements,PM_35_40_35 : Hazardous materials control requirements,,,,,
PM_35_40_38,35,40,38,,,Hydrological performance requirements,05-35-40/238 Hydrological performance requirements,PM_35_40_38 : Hydrological performance requirements,,,,,
PM_35_40_45,35,40,45,,,LEED (Leadership in Energy and Environmental Design) requirements,,PM_35_40_45 : LEED (Leadership in Energy and Environmental Design) requirements,,,,,
PM_35_40_56,35,40,56,,,NABERS energy requirements,,PM_35_40_56 : NABERS energy requirements,,,,,
PM_35_40_60,35,40,60,,,Passive house energy requirements,,PM_35_40_60 : Passive house energy requirements,,,,,
PM_35_40_70,35,40,70,,,Retrofit energy requirements,,PM_35_40_70 : Retrofit energy requirements,,,,,
PM_35_40_72,35,40,72,,,Resistance to ground contaminants requirements,05-35-40/272 Resistance to ground contaminants performance requirements,PM_35_40_72 : Resistance to ground contaminants requirements,,,,,
PM_35_40_84,35,40,84,,,Sustainability performance requirements,05-35-40/284 Sustainability performance requirements,PM_35_40_84 : Sustainability performance requirements,,,,,
PM_35_40_96,35,40,96,,,Well environment requirements,,PM_35_40_96 : Well environment requirements,,,,,
PM_35_50,35,50,,,,Safety performance requirements,,PM_35_50 : Safety performance requirements,,,,,
PM_35_50_01,35,50,01,,,Accessibility performance requirements,05-35-50/201 Accessibility performance requirements,PM_35_50_01 : Accessibility performance requirements,,,,,
PM_35_50_08,35,50,08,,,Biosecurity performance requirements,05-35-40/233 Flora biosecurity performance requirements; 05-35-40/237 Human biosecurity performance requirements,PM_35_50_08 : Biosecurity performance requirements,,,,,
PM_35_50_47,35,50,47,,,Lightning protection performance requirements,05-35-40/247 Lightning protection performance requirements,PM_35_50_47 : Lightning protection performance requirements,,,,,
PM_35_50_65,35,50,65,,,Project and site safety performance requirements,05-35-50/265 Project and site safety performance,PM_35_50_65 : Project and site safety performance requirements,,,,,
PM_35_50_72,35,50,72,,,Safety and protection performance requirements,,PM_35_50_72 : Safety and protection performance requirements,,,,,
PM_35_50_74,35,50,74,,,Security performance requirements,05-35-50/274 Security performance requirements; 05-35-50/280 Security,PM_35_50_74 : Security performance requirements,,,,,
PM_35_60,35,60,,,,Acoustic performance requirements,,PM_35_60 : Acoustic performance requirements,,,,,
PM_35_60_01,35,60,01,,,Acoustic attenuation performance requirements,05-35-60/301 Acoustic attenuation performance requirements; 05-35-60/360 Weighted sound reduction index,PM_35_60_01 : Acoustic attenuation performance requirements,,,,,
PM_35_60_03,35,60,03,,,Acoustic diffusion performance requirements,05-35-60/303 Acoustic diffusion performance requirements; 05-35-60/370 Weighted normalized flanking level difference,PM_35_60_03 : Acoustic diffusion performance requirements,,,,,
PM_35_60_05,35,60,05,,,Acoustic separation performance requirements,05-35-60/305 Acoustic separation performance requirements; 05-35-60/310 Acoustic performance of dwellings; 05-35-60/320 Acoustic performance of schools; 05-35-60/330 Acoustic performance of healthcare buildings; 05-35-60/340 Acoustic performance of office buildings; 05-35-60/350 Acoustic performance of buildings to British Standards,PM_35_60_05 : Acoustic separation performance requirements,,,,,
PM_35_60_95,35,60,95,,,Vibration control performance requirements,05-35-60/395 Vibration control performance requirements,PM_35_60_95 : Vibration control performance requirements,,,,,
PM_35_70,35,70,,,,Energy performance requirements,,PM_35_70 : Energy performance requirements,,,,,
PM_35_70_03,35,70,03,,,Airtightness performance requirements,05-35-40/203 Airtightness performance requirements,PM_35_70_03 : Airtightness performance requirements,,,,,
PM_35_70_05,35,70,05,,,Air conditioning performance requirement,05-35-70/205 Air conditioning performance requirements; 05-35-70/310 Air conditioning and ventilation strategy issues; 05-35-70/320 Design of air conditioning systems; 05-35-70/330 Design parameters for air conditioning,PM_35_70_05 : Air conditioning performance requirements,,,,,
PM_35_70_15,35,70,15,,,Chilled water performance requirements,05-35-70/215 Chilled water performance requirements,PM_35_70_15 : Chilled water performance requirements,,,,,
PM_35_70_17,35,70,17,,,Combustion appliance performance requirements,05-35-70/217 Combustion appliance performance requirements,PM_35_70_17 : Combustion appliance performance requirements,,,,,
PM_35_70_20,35,70,20,,,Daylight and shading performance requirements,05-35-70/220 Daylight and shading performance requirements,PM_35_70_20 : Daylight and shading performance requirements,,,,,
PM_35_70_27,35,70,27,,,Energy metering requirements,05-35-70/201 Energy metering requirements,PM_35_70_27 : Energy metering requirements,,,,,
PM_35_70_36,35,70,36,,,Heating performance requirements,05-35-70/230 Heating performance requirements,PM_35_70_36 : Heating performance requirements,,,,,
PM_35_70_38,35,70,38,,,Hot and cold water supply performance requirements,05-35-70/238 Hot and cold water supply performance requirements,PM_35_70_38 : Hot and cold water supply performance requirements,,,,,
PM_35_70_46,35,70,46,,,Lighting performance requirements,05-35-70/246 Lighting performance requirements,PM_35_70_46 : Lighting performance requirements,,,,,
PM_35_70_92,35,70,92,,,Thermal performance requirements,05-35-70/292 Thermal performance requirements,PM_35_70_92 : Thermal performance requirements,,,,,
PM_35_70_94,35,70,94,,,Ventilation performance requirements,05-35-70/340 Design of ventilation systems for non-domestic buildings; 05-35-70/350 Design of ventilation systems for domestic buildings; 05-35-70/360 Design parameters for ventilation in non-domestic buildings; 05-35-70/390 Ventilation rates for domestic buildings,PM_35_70_94 : Ventilation performance requirements,,,,,
PM_40,40,,,,,Design and approvals information,,PM_40 : Design and approvals information,,,,,
PM_40_20,40,20,,,,Design strategies,,PM_40_20 : Design strategies,,,,,
PM_40_20_01,40,20,01,,,Access and maintenance strategy,,PM_40_20_01 : Access and maintenance strategy,,,,,
PM_40_20_02,40,20,02,,,Acoustic strategy,,PM_40_20_02 : Acoustic strategy,,,,,
PM_40_20_05,40,20,05,,,Air conditioning design strategy,,PM_40_20_05 : Air conditioning design strategy,,,,,
PM_40_20_08,40,20,08,,,Building fabric strategy,,PM_40_20_08 : Building fabric strategy,,,,,
PM_40_20_10,40,20,10,,,Building services strategy,,PM_40_20_10 : Building services strategy,,,,,
PM_40_20_13,40,20,13,,,Civil engineering design strategy,,PM_40_20_13 : Civil engineering design strategy,,,,,
PM_40_20_14,40,20,14,,,Comfort strategy,,PM_40_20_14 : Comfort strategy,,,,,
PM_40_20_15,40,20,15,,,Commissioning strategy,,PM_40_20_15 : Commissioning strategy,,,,,
PM_40_20_17,40,20,17,,,Conservation strategy,,PM_40_20_17 : Conservation strategy,,,,,
PM_40_20_19,40,20,19,,,Cost plan strategy,,PM_40_20_19 : Cost plan strategy,,,,,
PM_40_20_21,40,20,21,,,Daylight design strategy,,PM_40_20_21 : Daylight design strategy,,,,,
PM_40_20_24,40,20,24,,,Drainage strategy,,PM_40_20_24 : Drainage strategy,,,,,
PM_40_20_26,40,20,26,,,Energy strategy,,PM_40_20_26 : Energy strategy,,,,,
PM_40_20_30,40,20,30,,,Fire safety strategy,,PM_40_20_30 : Fire safety strategy,,,,,
PM_40_20_36,40,20,36,,,Health and safety strategy,,PM_40_20_36 : Health and safety strategy,,,,,
PM_40_20_38,40,20,38,,,Heating and cooling design strategy,,PM_40_20_38 : Heating and cooling design strategy,,,,,
PM_40_20_39,40,20,39,,,High-voltage power supply strategy,,PM_40_20_39 : High-voltage power supply strategy,,,,,
PM_40_20_40,40,20,40,,,Hot and cold water supply design strategy,,PM_40_20_40 : Hot and cold water supply design strategy,,,,,
PM_40_20_42,40,20,42,,,Inclusive design strategy,,PM_40_20_42 : Inclusive design strategy,,,,,
PM_40_20_43,40,20,43,,,Information and communications technology (ICT) strategy,,PM_40_20_43 : Information and communications technology (ICT) strategy,,,,,
PM_40_20_46,40,20,46,,,Landscape design strategy,,PM_40_20_46 : Landscape design strategy,,,,,
PM_40_20_47,40,20,47,,,Lighting strategy,,PM_40_20_47 : Lighting strategy,,,,,
PM_40_20_49,40,20,49,,,Low-voltage power supply strategy,,PM_40_20_49 : Low-voltage power supply strategy,,,,,
PM_40_20_58,40,20,58,,,Off-site construction strategy,,PM_40_20_58 : Off-site construction strategy,,,,,
PM_40_20_59,40,20,59,,,Operational energy use strategy,,PM_40_20_59 : Operational energy use strategy,,,,,
PM_40_20_61,40,20,61,,,Overheating mitigation strategy,,PM_40_20_61 : Overheating mitigation strategy,,,,,
PM_40_20_63,40,20,63,,,Planning strategy,,PM_40_20_63 : Planning strategy,,,,,
PM_40_20_64,40,20,64,,,Plant and equipment replacement strategy,,PM_40_20_64 : Plant and equipment replacement strategy,,,,,
PM_40_20_65,40,20,65,,,Plan for use strategy,,PM_40_20_65 : Plan for use strategy,,,,,
PM_40_20_70,40,20,70,,,Renewable energy strategy,,PM_40_20_70 : Renewable energy strategy,,,,,
PM_40_20_77,40,20,77,,,Security design strategy,,PM_40_20_77 : Security design strategy,,,,,
PM_40_20_83,40,20,83,,,Structural engineering design strategy,,PM_40_20_83 : Structural engineering design strategy,,,,,
PM_40_20_85,40,20,85,,,Sustainability strategy,,PM_40_20_85 : Sustainability strategy,,,,,
PM_40_20_92,40,20,92,,,Thermal performance strategy,,PM_40_20_92 : Thermal performance strategy,,,,,
PM_40_20_93,40,20,93,,,Urban design strategy,,PM_40_20_93 : Urban design strategy,,,,,
PM_40_20_94,40,20,94,,,Ventilation design strategy,,PM_40_20_94 : Ventilation design strategy,,,,,
PM_40_25,40,25,,,,Design calculations,,PM_40_25 : Design calculations,,,,,
PM_40_25_02,40,25,02,,,Above-ground drainage calculations,,PM_40_25_02 : Above-ground drainage calculations,,,,,
PM_40_25_11,40,25,11,,,Cable calculations,,PM_40_25_11 : Cable calculations,,,,,
PM_40_25_15,40,25,15,,,Containment calculations,,PM_40_25_15 : Containment calculations,,,,,
PM_40_25_27,40,25,27,,,Electrical load calculations,,PM_40_25_27 : Electrical load calculations,,,,,
PM_40_25_37,40,25,37,,,Heating and cooling load calculations,,PM_40_25_37 : Heating and cooling load calculations,,,,,
PM_40_25_39,40,25,39,,,Heat loss calculations,,PM_40_25_39 : Heat loss calculations,,,,,
PM_40_25_47,40,25,47,,,Lighting calculations,,PM_40_25_47 : Lighting calculations,,,,,
PM_40_25_50,40,25,50,,,Maintenance factor calculations,,PM_40_25_50 : Maintenance factor calculations,,,,,
PM_40_25_52,40,25,52,,,Mechanical services calculations,,PM_40_25_52 : Mechanical services calculations,,,,,
PM_40_25_63,40,25,63,,,Pipework calculations,,PM_40_25_63 : Pipework calculations,,,,,
PM_40_25_68,40,25,68,,,Public health calculations,,PM_40_25_68 : Public health calculations,,,,,
PM_40_25_83,40,25,83,,,Structural engineering calculations,,PM_40_25_83 : Structural engineering calculations,,,,,
PM_40_25_86,40,25,86,,,Surface water calculations,,PM_40_25_86 : Surface water calculations,,,,,
PM_40_25_94,40,25,94,,,Ventilation calculations,,PM_40_25_94 : Ventilation calculations,,,,,
PM_40_25_96,40,25,96,,,Wastewater drainage calculations,,PM_40_25_96 : Wastewater drainage calculations,,,,,
PM_40_30,40,30,,,,Design information,00-05-10/160 Design information; 00-70-70/420A Design documents,PM_40_30 : Design information,,,,,
PM_40_30_04,40,30,04,,,Architectural design,,PM_40_30_04 : Architectural design,,,,,
PM_40_30_17,40,30,17,,,Concept analysis,,PM_40_30_17 : Concept analysis,,,,,
PM_40_30_21,40,30,21,,,Design development register information,,PM_40_30_21 : Design development register information,,,,,
PM_40_30_22,40,30,22,,,Designer health and safety risk assessment,,PM_40_30_22 : Designer health and safety risk assessment,,,,,
PM_40_30_23,40,30,23,,,Design philosophy statement,00-70-70/360 Design and management objectives statement,PM_40_30_23 : Design philosophy statement,,,,,
PM_40_30_24,40,30,24,,,Design responsibility matrix,,PM_40_30_24 : Design responsibility matrix,,,,,
PM_40_30_25,40,30,25,,,Developmental control plan,,PM_40_30_25 : Developmental control plan,,,,,
PM_40_30_27,40,30,27,,,Energy target,00-60-70/170 Energy rating calculation,PM_40_30_27 : Energy target,,,,,
PM_40_30_28,40,30,28,,,Energy and comfort design calculations,,PM_40_30_28 : Energy and comfort design calculations,,,,,
PM_40_30_30,40,30,30,,,Fire-rated doorset design and installation drawings,,PM_40_30_30 : Fire-rated doorset design and installation drawings,,,,,
PM_40_30_32,40,30,32,,,Geotechnical engineering information,,PM_40_30_32 : Geotechnical engineering information,,,,,
PM_40_30_34,40,30,34,,,Graphical information,,PM_40_30_34 : Graphical information,,,,,
PM_40_30_50,40,30,50,,,Management control plan,,PM_40_30_50 : Management control plan,,,,,
PM_40_30_52,40,30,52,,,"Mechanical, electrical, instrumentation, controls and automation (MEICA) design",,"PM_40_30_52 : Mechanical, electrical, instrumentation, controls and automation (MEICA) design",,,,,
PM_40_30_54,40,30,54,,,Modelling production and delivery table,,PM_40_30_54 : Modelling production and delivery table,,,,,
PM_40_30_55,40,30,55,,,Modelling specification,,PM_40_30_55 : Modelling specification,,,,,
PM_40_30_60,40,30,60,,,Parametric information,,PM_40_30_60 : Parametric information,,,,,
PM_40_30_62,40,30,62,,,Photorealistic visualization images,,PM_40_30_62 : Photorealistic visualization images,,,,,
PM_40_30_63,40,30,63,,,Photorealistic visualization model,,PM_40_30_63 : Photorealistic visualization model,,,,,
PM_40_30_67,40,30,67,,,Prohibited materials information,,PM_40_30_67 : Prohibited materials information,,,,,
PM_40_30_70,40,30,70,,,Room data,,PM_40_30_70 : Room data,,,,,
PM_40_30_77,40,30,77,,,Schedule of works,,PM_40_30_77 : Schedule of works,,,,,
PM_40_30_80,40,30,80,,,Site orientation,,PM_40_30_80 : Site orientation,,,,,
PM_40_30_85,40,30,85,,,Sun path diagrams,,PM_40_30_85 : Sun path diagrams,,,,,
PM_40_30_89,40,30,89,,,Technical information,,PM_40_30_89 : Technical information,,,,,
PM_40_30_91,40,30,91,,,Thermal bridging calculations,,PM_40_30_91 : Thermal bridging calculations,,,,,
PM_40_30_95,40,30,95,,,Video survey information,,PM_40_30_95 : Video survey information,,,,,
PM_40_30_96,40,30,96,,,Water hardness test report,,PM_40_30_96 : Water hardness test report,,,,,
PM_40_30_97,40,30,97,,,Water analysis report,,PM_40_30_97 : Water analysis report,,,,,
PM_40_35,40,35,,,,Design models,,PM_40_35 : Design models,,,,,
PM_40_35_04,40,35,04,,,Architects models,,PM_40_35_04 : Architects models,,,,,
PM_40_35_10,40,35,10,,,Building services models,,PM_40_35_10 : Building services models,,,,,
PM_40_35_11,40,35,11,,,Catering models,,PM_40_35_11 : Catering models,,,,,
PM_40_35_15,40,35,15,,,Civil engineering models,,PM_40_35_15 : Civil engineering models,,,,,
PM_40_35_18,40,35,18,,,Combined models,,PM_40_35_18 : Combined models,,,,,
PM_40_35_24,40,35,24,,,Drainage models,,PM_40_35_24 : Drainage models,,,,,
PM_40_35_27,40,35,27,,,Electrical models,,PM_40_35_27 : Electrical models,,,,,
PM_40_35_29,40,35,29,,,"Fittings, furnishings and equipment (FF&E) models",,"PM_40_35_29 : Fittings, furnishings and equipment (FF&E) models",,,,,
PM_40_35_33,40,35,33,,,Geotechnical models,,PM_40_35_33 : Geotechnical models,,,,,
PM_40_35_45,40,35,45,,,Landscape models,,PM_40_35_45 : Landscape models,,,,,
PM_40_35_51,40,35,51,,,Mechanical models,,PM_40_35_51 : Mechanical models,,,,,
PM_40_35_65,40,35,65,,,Process models,,PM_40_35_65 : Process models,,,,,
PM_40_35_83,40,35,83,,,Structural engineering models,,PM_40_35_83 : Structural engineering models,,,,,
PM_40_40,40,40,,,,Design drawings,,PM_40_40 : Design drawings,,,,,
PM_40_40_01,40,40,01,,,2D plan drawings,,PM_40_40_01 : 2D plan drawings,,,,,
PM_40_40_02,40,40,02,,,3D plan drawings,,PM_40_40_02 : 3D plan drawings,,,,,
PM_40_40_10,40,40,10,,,Builders' work drawings,,PM_40_40_10 : Builders' work drawings,,,,,
PM_40_40_15,40,40,15,,,Coordination drawings,,PM_40_40_15 : Coordination drawings,,,,,
PM_40_40_18,40,40,18,,,Cross-section drawings,,PM_40_40_18 : Cross-section drawings,,,,,
PM_40_40_20,40,40,20,,,Decant drawings,,PM_40_40_20 : Decant drawings,,,,,
PM_40_40_22,40,40,22,,,Diagrammatical drawings,,PM_40_40_22 : Diagrammatical drawings,,,,,
PM_40_40_27,40,40,27,,,Elevation drawings,,PM_40_40_27 : Elevation drawings,,,,,
PM_40_40_34,40,40,34,,,General arrangement drawings,,PM_40_40_34 : General arrangement drawings,,,,,
PM_40_40_42,40,40,42,,,Isometric drawings,,PM_40_40_42 : Isometric drawings,,,,,
PM_40_40_50,40,40,50,,,Manufacturer's drawings,,PM_40_40_50 : Manufacturer's drawings,,,,,
PM_40_40_54,40,40,54,,,Multi-view drawings,,PM_40_40_54 : Multi-view drawings,,,,,
PM_40_40_63,40,40,63,,,Phasing drawings,,PM_40_40_63 : Phasing drawings,,,,,
PM_40_40_75,40,40,75,,,Schematic drawings,,PM_40_40_75 : Schematic drawings,,,,,
PM_40_40_79,40,40,79,,,Sketch drawings,,PM_40_40_79 : Sketch drawings,,,,,
PM_40_40_88,40,40,88,,,Technical design drawings,,PM_40_40_88 : Technical design drawings,,,,,
PM_40_45,40,45,,,,Specifications,,PM_40_45 : Specifications,,,,,
PM_40_45_03,40,45,03,,,Architectural construction specification,,PM_40_45_03 : Architectural construction specification,,,,,
PM_40_45_04,40,45,04,,,Architectural outline specification,,PM_40_45_04 : Architectural outline specification,,,,,
PM_40_45_05,40,45,05,,,Architectural performance specification,,PM_40_45_05 : Architectural performance specification,,,,,
PM_40_45_10,40,45,10,,,Building services construction specification,,PM_40_45_10 : Building services construction specification,,,,,
PM_40_45_11,40,45,11,,,Building services outline specification,,PM_40_45_11 : Building services outline specification,,,,,
PM_40_45_12,40,45,12,,,Building services performance specification,,PM_40_45_12 : Building services performance specification,,,,,
PM_40_45_15,40,45,15,,,Civil engineering construction specification,,PM_40_45_15 : Civil engineering construction specification,,,,,
PM_40_45_16,40,45,16,,,Civil engineering outline specification,,PM_40_45_16 : Civil engineering outline specification,,,,,
PM_40_45_17,40,45,17,,,Civil engineering performance specification,,PM_40_45_17 : Civil engineering performance specification,,,,,
PM_40_45_26,40,45,26,,,Electrical services construction specification,,PM_40_45_26 : Electrical services construction specification,,,,,
PM_40_45_27,40,45,27,,,Electrical services outline specification,,PM_40_45_27 : Electrical services outline specification,,,,,
PM_40_45_28,40,45,28,,,Electrical services performance specification,,PM_40_45_28 : Electrical services performance specification,,,,,
PM_40_45_45,40,45,45,,,Landscape architecture construction specification,,PM_40_45_45 : Landscape architecture construction specification,,,,,
PM_40_45_46,40,45,46,,,Landscape architecture outline specification,,PM_40_45_46 : Landscape architecture outline specification,,,,,
PM_40_45_47,40,45,47,,,Landscape architecture performance specification,,PM_40_45_47 : Landscape architecture performance specification,,,,,
PM_40_45_51,40,45,51,,,Mechanical services construction specification,,PM_40_45_51 : Mechanical services construction specification,,,,,
PM_40_45_52,40,45,52,,,Mechanical services outline specification,,PM_40_45_52 : Mechanical services outline specification,,,,,
PM_40_45_53,40,45,53,,,Mechanical services performance specification,,PM_40_45_53 : Mechanical services performance specification,,,,,
PM_40_45_83,40,45,83,,,Structural engineering construction specification,,PM_40_45_83 : Structural engineering construction specification,,,,,
PM_40_45_84,40,45,84,,,Structural engineering outline specification,,PM_40_45_84 : Structural engineering outline specification,,,,,
PM_40_45_85,40,45,85,,,Structural engineering performance specification,,PM_40_45_85 : Structural engineering performance specification,,,,,
PM_40_50,40,50,,,,Approvals information,,PM_40_50 : Approvals information,,,,,
PM_40_50_03,40,50,03,,,Approvals and assurance plan,,PM_40_50_03 : Approvals and assurance plan,,,,,
PM_40_50_09,40,50,09,,,Building control design approval,,PM_40_50_09 : Building control design approval,,,,,
PM_40_50_10,40,50,10,,,Building codes application,,PM_40_50_10 : Building codes application,,,,,
PM_40_50_12,40,50,12,,,Building codes approval,,PM_40_50_12 : Building codes approval,,,,,
PM_40_50_13,40,50,13,,,Building safety approval application,,PM_40_50_13 : Building safety approval application,,,,,
PM_40_50_14,40,50,14,,,Consent,,PM_40_50_14 : Consent,,,,,
PM_40_50_16,40,50,16,,,Contribution agreement,,PM_40_50_16 : Contribution agreement,,,,,
PM_40_50_21,40,50,21,,,Design submittals,05-20-60/140 Design submittals,PM_40_50_21 : Design submittals,,,,,
PM_40_50_27,40,50,27,,,Environmental health officer approval,,PM_40_50_27 : Environmental health officer approval,,,,,
PM_40_50_30,40,50,30,,,Fire officer approval,,PM_40_50_30 : Fire officer approval,,,,,
PM_40_50_32,40,50,32,,,Funding profile,,PM_40_50_32 : Funding profile,,,,,
PM_40_50_37,40,50,37,,,Heritage registration,,PM_40_50_37 : Heritage registration,,,,,
PM_40_50_41,40,50,41,,,Internal approval,,PM_40_50_41 : Internal approval,,,,,
PM_40_50_47,40,50,47,,,Landowner agreement,,PM_40_50_47 : Landowner agreement,,,,,
PM_40_50_49,40,50,49,,,Letter of authority,,PM_40_50_49 : Letter of authority,,,,,
PM_40_50_58,40,50,58,,,Outline planning application,,PM_40_50_58 : Outline planning application,,,,,
PM_40_50_60,40,50,60,,,Partnership agreement,,PM_40_50_60 : Partnership agreement,,,,,
PM_40_50_63,40,50,63,,,Planning application,,PM_40_50_63 : Planning application,,,,,
PM_40_50_64,40,50,64,,,Planning conditions information,,PM_40_50_64 : Planning conditions information,,,,,
PM_40_50_65,40,50,65,,,Planning permission,,PM_40_50_65 : Planning permission,,,,,
PM_40_50_66,40,50,66,,,Principal designer compliance declaration,,PM_40_50_66 : Principal designer compliance declaration,,,,,
PM_40_50_67,40,50,67,,,Project board agreement,,PM_40_50_67 : Project board agreement,,,,,
PM_40_50_69,40,50,69,,,Project team agreement,00-30-70/135 Project Team Agreement,PM_40_50_69 : Project team agreement,,,,,
PM_40_50_90,40,50,90,,,Tree protection order,,PM_40_50_90 : Tree protection order,,,,,
PM_40_60,40,60,,,,Project information management information,,PM_40_60 : Project information management information,,,,,
PM_40_60_01,40,60,01,,,4D programme federated model,,PM_40_60_01 : 4D programme federated model,,,,,
PM_40_60_02,40,60,02,,,5D cost federated model,,PM_40_60_02 : 5D cost federated model,,,,,
PM_40_60_03,40,60,03,,,6D handover sequence federated model,,PM_40_60_03 : 6D handover sequence federated model,,,,,
PM_40_60_05,40,60,05,,,Activities terminology,00-05-15/310 Activity terminology,PM_40_60_05 : Activities terminology,,,,,
PM_40_60_06,40,60,06,,,Asset delivery description,,PM_40_60_06 : Asset delivery description,,,,,
PM_40_60_07,40,60,07,,,Benefits realization plan,,PM_40_60_07 : Benefits realization plan,,,,,
PM_40_60_08,40,60,08,,,BIM execution plan,00-40-70/175 BIM Execution Plan (BEP),PM_40_60_08 : BIM execution plan,,,,,
PM_40_60_11,40,60,11,,,Capability and capacity assessment report,,PM_40_60_11 : Capability and capacity assessment report,,,,,
PM_40_60_12,40,60,12,,,Clash detection resolution report,,PM_40_60_12 : Clash detection resolution report,,,,,
PM_40_60_14,40,60,14,,,Change control plan,,PM_40_60_14 : Change control plan,,,,,
PM_40_60_15,40,60,15,,,Change control records,,PM_40_60_15 : Change control records,,,,,
PM_40_60_16,40,60,16,,,COBie data set,,PM_40_60_16 : COBie data set,,,,,
PM_40_60_18,40,60,18,,,Communications plan,,PM_40_60_18 : Communications plan,,,,,
PM_40_60_19,40,60,19,,,Construction risk review,,PM_40_60_19 : Construction risk review,,,,,
PM_40_60_20,40,60,20,,,Contingency plan,,PM_40_60_20 : Contingency plan,,,,,
PM_40_60_21,40,60,21,,,Curriculum vitae (CV),,PM_40_60_21 : Curriculum vitae (CV),,,,,
PM_40_60_22,40,60,22,,,Data security policy,00-70-70/100 Freedom of information,PM_40_60_22 : Data security policy,,,,,
PM_40_60_23,40,60,23,,,Description terminology,00-05-15/210 Description terminology,PM_40_60_23 : Description terminology,,,,,
PM_40_60_24,40,60,24,,,Detailed responsibility matrix,,PM_40_60_24 : Detailed responsibility matrix,,,,,
PM_40_60_25,40,60,25,,,Design process management plan,,PM_40_60_25 : Design process management plan,,,,,
PM_40_60_26,40,60,26,,,Design programme,,PM_40_60_26 : Design programme,,,,,
PM_40_60_27,40,60,27,,,Electronic data interchange (EDI),00-70-70/200A Electronic Data Interchange (EDI),PM_40_60_27 : Electronic data interchange (EDI),,,,,
PM_40_60_28,40,60,28,,,Document numbering system,,PM_40_60_28 : Document numbering system,,,,,
PM_40_60_29,40,60,29,,,Document control information,,PM_40_60_29 : Document control information,,,,,
PM_40_60_31,40,60,31,,,Federated coordination models,,PM_40_60_31 : Federated coordination models,,,,,
PM_40_60_33,40,60,33,,,Federated information models,,PM_40_60_33 : Federated information models,,,,,
PM_40_60_34,40,60,34,,,Fire safety information exchange (FIREie),,PM_40_60_34 : Fire safety information exchange (FIREie),,,,,
PM_40_60_35,40,60,35,,,Fire safety management plan,,PM_40_60_35 : Fire safety management plan,,,,,
PM_40_60_38,40,60,38,,,Information assurance,,PM_40_60_38 : Information assurance,,,,,
PM_40_60_39,40,60,39,,,Information validation,,PM_40_60_39 : Information validation,,,,,
PM_40_60_40,40,60,40,,,Information verification,05-35-30/830 Verification of performance,PM_40_60_40 : Information verification,,,,,
PM_40_60_41,40,60,41,,,Information delivery plan,,PM_40_60_41 : Information delivery plan,,,,,
PM_40_60_43,40,60,43,,,Installation process management plan,,PM_40_60_43 : Installation process management plan,,,,,
PM_40_60_44,40,60,44,,,Information security triage matrix,,PM_40_60_44 : Information security triage matrix,,,,,
PM_40_60_45,40,60,45,,,Key performance indicator (KPI) information,,PM_40_60_45 : Key performance indicator (KPI) information,,,,,
PM_40_60_47,40,60,47,,,Landowner notice,,PM_40_60_47 : Landowner notice,,,,,
PM_40_60_50,40,60,50,,,Master information delivery plan,00-70-70/370 Information Release Schedule,PM_40_60_50 : Master information delivery plan,,,,,
PM_40_60_53,40,60,53,,,Mobilization plan,,PM_40_60_53 : Mobilization plan,,,,,
PM_40_60_62,40,60,62,,,Post-occupancy evaluation,"05-20-60/820 Handover, aftercare and post-occupancy evaluation",PM_40_60_62 : Post-occupancy evaluation,,,,,
PM_40_60_63,40,60,63,,,Project breakdown structure documentation,,PM_40_60_63 : Project breakdown structure documentation,,,,,
PM_40_60_64,40,60,64,,,Pre-appointment BIM execution plan,,PM_40_60_64 : Pre-appointment BIM execution plan,,,,,
PM_40_60_65,40,60,65,,,Project execution plan,,PM_40_60_65 : Project execution plan,,,,,
PM_40_60_66,40,60,66,,,Project information production methods and procedures,,PM_40_60_66 : Project information production methods and procedures,,,,,
PM_40_60_67,40,60,67,,,Project information protocol,,PM_40_60_67 : Project information protocol,,,,,
PM_40_60_68,40,60,68,,,Project information standards,,PM_40_60_68 : Project information standards,,,,,
PM_40_60_70,40,60,70,,,Risk schedule,,PM_40_60_70 : Risk schedule,,,,,
PM_40_60_72,40,60,72,,,Risk and opportunities management plan,,PM_40_60_72 : Risk and opportunities management plan,,,,,
PM_40_60_85,40,60,85,,,Stakeholder management plan,,PM_40_60_85 : Stakeholder management plan,,,,,
PM_40_60_87,40,60,87,,,Task information delivery plan,,PM_40_60_87 : Task information delivery plan,,,,,
PM_40_60_89,40,60,89,,,Through-life management plan (TLMP),,PM_40_60_89 : Through-life management plan (TLMP),,,,,
PM_50,50,,,,,Financial and commercial information,,PM_50 : Financial and commercial information,,,,,
PM_50_15,50,15,,,,Commercial information,,PM_50_15 : Commercial information,,,,,
PM_50_15_10,50,15,10,,,Building lease,,PM_50_15_10 : Building lease,,,,,
